Sample,X,Y,Z
708,0.273,0.066,-0.918
709,0.168,0.027,-1.020
710,0.336,-0.035,-0.961
711,-0.035,0.039,-1.016
712,0.000,-0.043,-1.059
713,0.039,0.027,-0.949
714,-0.199,0.141,-0.984
715,-0.078,0.074,-0.918
716,-0.145,0.051,-0.957
717,-0.121,-0.008,-1.027
718,0.137,0.023,-0.852
719,-0.117,-0.016,-1.023
720,-0.180,-0.027,-1.086
721,0.082,-0.008,-1.020
722,-0.098,0.000,-1.070
723,0.102,-0.043,-0.988
724,0.199,-0.023,-0.930
725,0.020,0.062,-0.949
726,0.066,-0.016,-0.969
727,-0.059,0.047,-0.984
728,-0.027,-0.016,-1.008
729,0.219,-0.055,-0.844
730,-0.133,0.027,-0.852
731,-0.164,0.145,-0.879
732,-0.039,0.082,-0.938
733,-0.145,0.012,-1.066
734,0.086,-0.078,-1.055
735,0.309,-0.027,-0.918
736,0.133,0.008,-0.996
737,0.152,0.059,-0.965
738,0.098,0.031,-1.023
739,0.070,-0.031,-1.137
740,0.023,0.020,-1.047
741,-0.164,0.008,-1.094
742,-0.148,0.035,-1.051
743,-0.051,0.070,-0.930
744,-0.043,0.004,-1.020
745,0.020,0.133,-0.867
746,0.023,0.082,-0.934
747,-0.012,-0.070,-1.051
748,0.102,0.039,-0.852
749,0.113,0.016,-0.910
750,0.156,0.023,-0.891
751,0.152,0.039,-0.922
752,0.105,-0.031,-0.988
753,0.250,-0.121,-1.035
754,0.000,0.023,-0.996
755,-0.277,0.086,-1.020
756,-0.109,0.008,-1.039
757,-0.141,0.109,-0.980
758,-0.062,0.035,-1.055
759,0.020,0.043,-0.980
760,-0.109,0.082,-1.031
761,-0.035,0.023,-1.035
762,0.152,0.031,-0.922
763,0.195,-0.043,-0.949
764,0.180,0.004,-0.930
765,0.000,0.055,-0.957
766,0.008,-0.020,-1.027
767,0.059,0.055,-0.898
768,-0.031,0.059,-0.902
769,0.086,-0.137,-1.062
770,-0.031,-0.031,-0.898
771,-0.156,0.055,-0.957
772,-0.086,0.004,-0.973
773,-0.148,0.145,-0.883
774,-0.090,-0.031,-1.078
775,0.055,-0.055,-1.004
776,0.137,0.016,-1.000
777,0.297,-0.066,-0.996
778,0.262,0.020,-0.938
779,0.082,0.113,-0.992
780,0.172,-0.039,-1.047
781,0.000,0.016,-1.035
782,-0.141,0.074,-1.055
783,0.016,0.027,-0.992
784,-0.152,0.164,-0.926
785,-0.051,0.008,-1.055
786,0.027,-0.016,-1.047
787,-0.207,0.070,-1.035
788,0.043,-0.109,-1.121
789,0.055,0.027,-0.879
790,-0.070,0.141,-0.891
791,0.105,-0.102,-1.008
792,0.133,-0.074,-0.957
793,0.094,0.023,-0.910
794,0.188,-0.031,-0.824
795,-0.098,0.086,-0.832
796,-0.031,0.039,-0.945
797,0.000,0.023,-0.859
798,-0.090,0.090,-0.926
